Full Name,Height,Weight,Reach,SLpM.,Str.Acc.,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,win,loss,draw
Jessica Aguilar,-1.9930607977071448,-1.4457291601180928,-2.2300450187502334,1.0940195082473199,0.5231797883622401,1.447138612204679,0.13726284312382256,-0.29605564330888967,-0.25241897779380557,0.029052266817529683,-0.3361226815909607,0.7702286775669547,0.48746794153395145,-0.3272247016820785
Kevin Aguilar,-0.8553312869288519,-0.30369724809086374,0.26800294830601973,0.5254689966641864,-0.32002813792912715,0.4358170504684705,0.04681170514090171,-0.6923428395321563,-0.5790208917570202,0.9211414711824205,-0.4835965924676263,0.3989654719012288,-0.18782034756187746,-0.3272247016820785
Jesus Aguilar,-1.7086284200125716,-1.1602211821112856,-2.4798498154558586,-0.9398673733954361,0.6075005809913769,-1.0726667916170498,0.5895185330384258,0.11547336815373344,0.037893834617940866,-0.4169923353649157,0.8436686054223639,-0.343560939430223,-0.8631086366577064,-0.3272247016820785
Christian Aguilera,-0.2864665315397053,0.12456471891934716,0.01819815160039441,-0.30684206152967913,-0.5729905158165376,0.10862478049499161,-0.3149928467907817,-0.7736325208087238,-1.159646516580513,0.34765555409070487,-0.4835965924676263,0.027702266235502905,0.48746794153395145,-0.3272247016820785
Nick Aguirre,-0.2864665315397053,-0.8747132041044783,0.5178077450116451,-1.3677455934528457,-0.9102736863330844,-0.3800389993355291,-0.5863462607395438,-0.18428233155360932,-0.43386448555114704,-0.5125733215468682,-0.04117485983762957,-0.8385785469845242,-0.8631086366577064,-0.3272247016820785
Mike Aina,-0.2864665315397053,-0.30369724809086374,-0.08759349727766971,-0.1134176606818089,-0.9102736863330844,1.0817030898966373,0.6799696710213466,-0.7736325208087238,-1.159646516580513,0.6981191700911976,-0.4835965924676263,0.027702266235502905,0.03727574880339884,1.037876820983997
Ashiek Ajim,-0.5708989092342786,-0.8747132041044783,-0.23160664510523088,1.1350489266089894,-0.32002813792912715,3.1723342175193867,-2.3953690203979594,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.9623329488730994,-0.8631086366577064,-0.3272247016820785
Hitomi Akano,-1.7086284200125716,-0.8747132041044783,-0.8101422939173386,-1.4498044301761848,0.10157582521655646,-0.5117657573767999,0.3181651190896643,-0.7736325208087238,-1.159646516580513,-1.3090815397298063,-0.11491181527596235,0.5227198737898041,0.9376601342645041,-0.3272247016820785
Omari Akhmedov,0.5668306015440144,0.5528266859295581,0.26800294830601973,-0.05480420587942395,-0.8259528937039475,-0.40128525063250836,0.3181651190896643,0.5371635897759275,0.47336305323556044,0.5069571977272926,-0.3361226815909607,0.8939830794555299,0.03727574880339884,1.037876820983997
Yoshihiro Akiyama,-0.002034153845132082,0.12456471891934716,0.7676125417172703,0.021393285363676354,-0.2357073452999908,-0.06984373039963333,0.49906739505550496,0.3898260424621488,1.271723287367863,1.367186073364866,0.2537729619157016,0.027702266235502905,0.03727574880339884,-0.3272247016820785
Rostem Akman,-0.002034153845132082,0.12456471891934716,0.01819815160039441,-0.7405816270673273,-1.5848400273661785,0.07888002867922085,0.49906739505550496,-0.2655720128301768,0.29191754547821896,1.207884429728278,-0.4835965924676263,-0.9623329488730994,-0.8631086366577064,-0.3272247016820785
Razak Al-Hassan,1.135695356933161,1.1238426419431726,0.9789858312374131,0.12103615852773064,-0.404348930558264,-0.27380774285063325,0.7704208090042676,-0.44339319062266824,-0.6515990948599568,0.2520745679087522,-0.4835965924676263,-0.09605213565307238,-0.18782034756187746,-0.3272247016820785
Abdul-Kareem Al-Selwady,-0.5708989092342786,-0.30369724809086374,-0.7312162385164815,0.630973215308479,-0.8259528937039475,-0.078342230918425,0.6799696710213466,0.4050678577015051,-0.07097347003646412,-0.9267575950019961,-0.4835965924676263,0.1514566681240782,-0.41291644392715376,-0.3272247016820785
Mostapha Al-Turk,1.135695356933161,2.2658745539704017,1.2672221351285209,-0.9984808281978209,-2.090764783140999,-0.07409298065902926,0.13726284312382256,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.9623329488730994,0.03727574880339884,-0.3272247016820785
Herdem Alacabek,1.135695356933161,1.1238426419431726,0.7676125417172703,0.4551328509013245,1.7879916777992915,1.2219283484566998,-2.5762712963638013,0.272972125627083,0.6548085609929019,-0.22583036300101056,-0.4835965924676263,-1.0860873507616748,-1.0882047330229827,-0.3272247016820785
Alatengheili,-1.4241960423179982,-0.8747132041044783,-1.4806306286333575,-0.24822860672729416,-0.9945944789622212,0.376327546836929,0.49906739505550496,0.2374078900685847,0.47336305323556044,0.8255604850004679,-0.4835965924676263,0.3989654719012288,0.7125640378992277,2.402978343650073
Amir Albazi,-1.4241960423179982,-1.1602211821112856,-0.9810210352221068,-0.2013378428853862,-0.8259528937039475,-0.031600478065070894,0.8608719469871884,-0.06742841471854354,0.0016047330664725355,0.029052266817529683,-0.11491181527596235,0.3989654719012288,-0.8631086366577064,-0.3272247016820785
John Albert,-0.5708989092342786,-0.8747132041044783,-0.9810210352221068,-0.007913442037516254,0.4388589957331033,-0.40978375115130006,-1.490857640568752,-0.7736325208087238,-1.159646516580513,0.029052266817529683,4.014357689270674,-0.9623329488730994,-0.18782034756187746,-0.3272247016820785
Junior Albini,1.4201277346277341,2.8083397121833356,0.5178077450116451,0.5371916876246634,0.6075005809913769,0.9754718334117414,0.04681170514090171,0.008780661478238585,0.183050240823814,1.622068703183406,-0.4835965924676263,0.027702266235502905,0.03727574880339884,-0.3272247016820785
Aleksandra Albu,-2.2774931754017183,-1.4457291601180928,-2.2300450187502334,1.0354060534449352,0.2702174104748296,0.7545108199231579,-1.2195042266199891,0.37966483230257786,0.6548085609929019,0.8892811424551029,-0.18864877071429512,-1.3335961545388253,-0.8631086366577064,-0.3272247016820785
Israel Albuquerque,0.6808435799447942,0.5528266859295581,0.787052603717708,-1.608060758142624,-2.596689538915819,-0.18882273766271673,-2.3953690203979594,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-1.7048593602045512,-0.6380125402924302,-0.3272247016820785
Iuri Alcantara,-0.2864665315397053,-0.8747132041044783,-0.23160664510523088,-0.2013378428853862,0.10157582521655646,-0.42253150192948746,-0.22454170880786084,-0.042025389319616156,1.0902777796105214,0.34765555409070487,0.10629905103903606,2.626544705895584,0.9376601342645041,-0.3272247016820785
Ildemar Alcantara,1.135695356933161,0.5528266859295581,1.5170269318341463,-0.6643841358242271,-0.48866972318740076,-0.4905195060798208,-0.13409057082494,0.24248849514837018,1.3080123889193314,1.0167224573643732,0.18003600647736884,0.8939830794555299,1.1627562306297805,-0.3272247016820785
Gilbert Aldana,0.8512629792385876,2.4086285429738052,1.4004513600381874,-0.08997227876085492,0.8604629588787873,1.0519583380808664,-2.3049178824150385,0.5320829846961419,0.29191754547821896,-0.5125733215468682,-0.4835965924676263,-0.9623329488730994,-0.8631086366577064,-0.3272247016820785
Irene Aldana,-0.2864665315397053,-0.8747132041044783,-0.9810210352221068,1.2464144907335208,-0.404348930558264,1.213429847937908,0.40861625707258514,-0.6974234446119417,0.6548085609929019,0.8892811424551029,-0.3361226815909607,0.1514566681240782,0.48746794153395145,-0.3272247016820785
Hector Aldana,0.2823982238494412,0.12456471891934716,0.01819815160039441,0.3085992138953622,-0.48866972318740076,0.5505468074721582,0.6799696710213466,-0.3011362483886751,2.469263638566317,-1.5639641695483466,-0.4835965924676263,-1.20984175265025,-0.6380125402924302,-0.3272247016820785
Jose Alday,-0.8553312869288519,-0.8747132041044783,-0.9810210352221068,0.03897732180439171,0.017255032587419648,-0.2780569931100292,0.5895185330384258,-0.7736325208087238,-1.159646516580513,0.2520745679087522,-0.4835965924676263,0.027702266235502905,0.03727574880339884,1.037876820983997
Jose Aldo,-0.8553312869288519,-0.8747132041044783,-0.4814114418108562,0.32618325033607787,0.18589661784569328,-0.027351227805674967,0.7704208090042676,-0.5246828718992358,0.7636758656473068,1.367186073364866,-0.4098596370292935,2.2552815002298585,0.7125640378992277,-0.3272247016820785
JJ Aldrich,-1.4241960423179982,-1.1602211821112856,-1.230825831927732,0.47857823282227846,0.18589661784569328,0.25309928931444986,0.7704208090042676,-0.43831258554288277,-0.3249971808967421,0.5388175264546102,-0.4835965924676263,-0.09605213565307238,0.2623718451686752,-0.3272247016820785
Irina Alekseeva,-0.5708989092342786,-0.8747132041044783,-1.230825831927732,0.4551328509013245,-0.06706576004171717,-0.09958848221540427,-0.3149928467907817,-0.3316198788673879,-0.43386448555114704,1.622068703183406,0.18003600647736884,-1.0860873507616748,-0.8631086366577064,-0.3272247016820785
Talita Alencar,-2.5619255530962914,-1.4457291601180928,-3.4790690022783597,-0.33614878893087147,-1.331877649478768,0.43156780020907476,0.04681170514090171,0.24248849514837018,-0.6878881964114252,0.029052266817529683,-0.4835965924676263,-1.0860873507616748,-1.0882047330229827,1.037876820983997
Jim Alers,-0.2864665315397053,-0.589205226097671,-0.23160664510523088,-0.09583362424109355,-0.32002813792912715,0.25309928931444986,0.40861625707258514,0.3745842272227923,0.3282066470296871,0.9848621286370556,-0.26238572615262795,-0.09605213565307238,-0.6380125402924302,-0.3272247016820785
John Alessio,-0.002034153845132082,-0.30369724809086374,0.01819815160039441,-0.5647412626601727,-0.404348930558264,-0.3715404988167374,0.22771398110674343,0.16627941895158818,0.21933934237528233,0.66625884136388,0.40124687279236715,2.626544705895584,2.5133328088214384,-0.3272247016820785
Houston Alexander,0.5668306015440144,1.1238426419431726,0.01819815160039441,-0.002052096557277628,0.8604629588787873,-0.24831224129425825,0.04681170514090171,-0.1690405163142529,0.9088322718531798,-0.5125733215468682,-0.4835965924676263,0.3989654719012288,2.0631406160908856,1.037876820983997
Kenneth Alexander,-0.2864665315397053,-0.30369724809086374,-0.08759349727766971,-1.2798254112492686,-2.090764783140999,-0.6732372672338415,1.3131276369017926,1.6193324717702324,-0.21612987624233723,-1.5639641695483466,-0.4835965924676263,-0.8385785469845242,0.03727574880339884,-0.3272247016820785
Lucas Alexander,0.2823982238494412,-0.589205226097671,0.26800294830601973,1.269859872654475,0.9447837515079242,-0.8304595268314874,1.7653833268163959,-0.7736325208087238,-1.159646516580513,0.2520745679087522,-0.4835965924676263,-0.7148241450959488,-0.41291644392715376,-0.3272247016820785
Marcio Alexandre Junior,0.5668306015440144,0.5528266859295581,0.7676125417172703,-0.8519471911918587,0.10157582521655646,-0.3800389993355291,-0.8576996746883063,-0.5958113430162323,-0.43386448555114704,0.5388175264546102,0.0325620956007032,0.3989654719012288,-0.41291644392715376,-0.3272247016820785
Olaf Alfonso,1.135695356933161,0.12456471891934716,0.40891847465278397,-0.8285018092709048,-0.48866972318740076,0.4188200494308872,0.13726284312382256,-0.5856501328566613,-0.9056228057202349,-0.8630369375473611,0.0325620956007032,-0.7148241450959488,1.3878523269950567,-0.3272247016820785
Bill Algeo,0.5668306015440144,-0.589205226097671,0.26800294830601973,1.6508473288699765,0.6075005809913769,0.25309928931444986,-0.4054439847737026,-0.25033019759082037,0.6548085609929019,0.18835391045411745,-0.4098596370292935,0.5227198737898041,0.7125640378992277,-0.3272247016820785
Sultan Aliev,0.2823982238494412,0.12456471891934716,0.5178077450116451,-0.9691741007966286,0.10157582521655646,-0.6732372672338415,0.40861625707258514,0.12055397323351891,0.21933934237528233,1.622068703183406,-0.4835965924676263,0.1514566681240782,-0.6380125402924302,-0.3272247016820785
Nurullo Aliev,-0.002034153845132082,-0.30369724809086374,0.01819815160039441,-0.3302874434506331,0.6075005809913769,-1.4126068123687163,0.6799696710213466,0.78103263360563,0.4370739516840921,-1.5639641695483466,-0.4835965924676263,-0.5910697432073736,-1.313300829388259,-0.3272247016820785
Ikram Aliskerov,0.5668306015440144,0.5528266859295581,1.0174173384228957,2.324902059097403,1.3663877146536072,1.4811326142798453,-1.400406502585831,0.15103760371223174,0.037893834617940866,-1.5639641695483466,0.8436686054223639,0.1514566681240782,-0.8631086366577064,-0.3272247016820785
Leon Aliu,0.5668306015440144,0.5528266859295581,0.5178077450116451,1.9087465300004702,0.5231797883622401,2.6879196879482614,-1.2195042266199891,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.46731534131879826,-0.8631086366577064,-0.3272247016820785
John Allan,0.8512629792385876,1.1238426419431726,0.7676125417172703,0.2910151774546469,-0.151386552670854,0.8309973245922831,0.04681170514090171,-0.06234780963875806,1.416879693573736,0.029052266817529683,0.10629905103903606,-0.09605213565307238,0.2623718451686752,-0.3272247016820785
George Allen,1.135695356933161,1.1238426419431726,0.9789858312374131,-1.3267161750911762,-0.48866972318740076,-0.29080474388821664,-0.7672485367053855,-0.7736325208087238,-1.159646516580513,0.029052266817529683,-0.4835965924676263,-0.09605213565307238,2.9635250015519907,2.402978343650073
Arnold Allen,-0.5708989092342786,-0.589205226097671,-0.4814114418108562,0.22654037717202355,-0.2357073452999908,-0.384288249594925,0.8608719469871884,-0.3011362483886751,0.5459412563384969,0.8255604850004679,-0.26238572615262795,0.7702286775669547,-0.6380125402924302,-0.3272247016820785
Brendan Allen,1.135695356933161,0.5528266859295581,0.7676125417172703,0.42582612350013216,0.7761421662496505,0.019390525047679137,-0.4958951227566229,0.07482852751544963,0.25562844392675066,0.28393489663606974,0.4749838282307,1.2652462851212558,0.03727574880339884,-0.3272247016820785
Daniel Allen,0.5668306015440144,-0.30369724809086374,0.7676125417172703,2.6589987514709965,0.6075005809913769,0.8862375779644289,0.13726284312382256,0.24248849514837018,1.2354341858163949,1.622068703183406,-0.4835965924676263,-1.0860873507616748,-1.313300829388259,-0.3272247016820785
Ben Alloway,0.2823982238494412,0.12456471891934716,1.0174173384228957,-1.0453715920397288,0.4388589957331033,-0.8007147750157165,0.6799696710213466,-0.45863500586202466,0.6548085609929019,-0.7355956226380909,-0.4835965924676263,0.5227198737898041,0.48746794153395145,-0.3272247016820785
Asu Almabayev,-1.7086284200125716,-1.1602211821112856,-1.7304354253389826,-0.5588799171799342,1.029104544137061,-1.1746487978425497,0.6799696710213466,1.8073148597222948,0.6548085609929019,0.029052266817529683,0.7699316499840311,0.8939830794555299,-0.8631086366577064,-0.3272247016820785
Bekzat Almakhan,-0.8553312869288519,-0.8747132041044783,-0.9810210352221068,-1.6783969039054858,-2.1750855757701357,0.3168380432053875,-1.9431133304833557,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.343560939430223,-0.8631086366577064,-0.3272247016820785
John Dave Almanza,-0.8553312869288519,-1.1602211821112856,-1.230825831927732,-0.6702454813044656,-0.2357073452999908,0.835246574851679,-2.2144667444321176,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.9623329488730994,-1.0882047330229827,-0.3272247016820785
Ricardo Almeida,0.5668306015440144,0.12456471891934716,0.5178077450116451,-0.6116320265020806,0.4388589957331033,-1.098162293173425,0.8608719469871884,1.126513779031042,0.21933934237528233,-0.5762939790015033,0.40124687279236715,-0.09605213565307238,-0.18782034756187746,-0.3272247016820785
Magno Almeida,0.5668306015440144,-0.30369724809086374,-0.08759349727766971,-0.8167791183104278,-0.6573113084456744,-0.5032672568580082,-0.9481508126712271,-0.7736325208087238,-1.159646516580513,-0.2895510204556455,3.203251179449013,-0.46731534131879826,-0.6380125402924302,-0.3272247016820785
Thomas Almeida,-0.8553312869288519,-0.589205226097671,-0.4814114418108562,1.0412673989251735,-0.06706576004171717,0.48680805358122053,0.8608719469871884,-0.6872622344523708,-0.6515990948599568,0.8255604850004679,-0.4835965924676263,1.0177374813441054,-0.18782034756187746,-0.3272247016820785
Ericka Almeida,-1.139763664623425,-1.4457291601180928,-2.072273568199313,-1.1684598471247372,-0.404348930558264,-0.19307198792211247,-0.7672485367053855,-0.5196022668194503,0.037893834617940866,-0.38513200663759817,-0.4835965924676263,-0.8385785469845242,-0.6380125402924302,-0.3272247016820785
Estefani Almeida,-1.7086284200125716,-1.1602211821112856,-1.258041918728345,0.03897732180439171,-0.5729905158165376,0.9712225831523457,-0.8576996746883063,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.8385785469845242,-0.6380125402924302,-0.3272247016820785
Jailton Almeida,1.4201277346277341,1.1238426419431726,1.7668317285397714,-0.35373282537158707,1.7036708851701545,-1.3021263056244248,-1.0386019506541475,2.706581958844323,0.9814104749561164,0.8255604850004679,1.4335642489290263,0.8939830794555299,-0.6380125402924302,-0.3272247016820785
Lucas Almeida,0.2823982238494412,-0.589205226097671,-0.23160664510523088,1.0998808537275586,-0.06706576004171717,0.4825588033218248,-0.4958951227566229,-0.7736325208087238,-1.159646516580513,0.029052266817529683,-0.4835965924676263,0.1514566681240782,-0.6380125402924302,-0.3272247016820785
Cesar Almeida,0.8512629792385876,0.5528266859295581,0.5178077450116451,0.6192505243480023,1.1134253367661968,-0.6817357677526332,-0.4054439847737026,-0.7736325208087238,-1.159646516580513,0.2520745679087522,-0.26238572615262795,-0.9623329488730994,-1.0882047330229827,-0.3272247016820785
Mauricio Alonso,1.135695356933161,0.12456471891934716,0.40891847465278397,1.5687884921466377,-0.8259528937039475,-0.7964655247563207,1.4035787748847135,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.09605213565307238,0.2623718451686752,-0.3272247016820785
Sarah Alpar,-1.7086284200125716,-0.8747132041044783,-2.2300450187502334,-0.412346280173972,0.017255032587419648,0.9669733328929496,-1.2195042266199891,0.044344897036736906,-0.21612987624233723,-0.9267575950019961,-0.18864877071429512,-0.5910697432073736,0.03727574880339884,-0.3272247016820785
Ali AlQaisi,-1.139763664623425,-0.8747132041044783,-0.9810210352221068,-0.37131686181230245,-0.151386552670854,-0.7709700231999457,0.40861625707258514,1.0045792571161907,-0.10726257158793245,0.34765555409070487,0.2537729619157016,-0.7148241450959488,-0.18782034756187746,-0.3272247016820785
Victor Altamirano,-0.5708989092342786,-1.1602211821112856,-0.4814114418108562,0.8888724164389729,0.7761421662496505,0.015141274788283208,0.13726284312382256,0.6895817421694914,0.21933934237528233,0.4432365402726575,-0.4835965924676263,-0.2198065375416477,-0.18782034756187746,-0.3272247016820785
Mike Altman,-0.002034153845132082,0.5528266859295581,0.787052603717708,-0.8812539185930511,-2.006443990511862,-0.7242282703465915,2.1271878787480794,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-1.581104958315976,-0.41291644392715376,-0.3272247016820785
Patricia Alujas,-1.7086284200125716,-1.4457291601180928,-1.980240222044608,1.621540601468784,-1.078915271591358,2.32248416564022,-0.6767973987224646,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-0.5910697432073736,-0.6380125402924302,-0.3272247016820785
Sean Alvarez,0.5668306015440144,1.9803665759635942,0.9174954197406441,-1.2739640657690299,-0.5729905158165376,-0.22706598999727917,-0.4054439847737026,-0.7736325208087238,-1.159646516580513,-1.5639641695483466,-0.4835965924676263,-1.20984175265025,-0.6380125402924302,-0.3272247016820785
Eddie Alvarez,-0.2864665315397053,-0.30369724809086374,-0.7312162385164815,0.7364774339527722,-0.2357073452999908,0.25734853957384557,0.3181651190896643,0.7099041624886333,0.14676113927234566,1.367186073364866,-0.11491181527596235,1.8840182945641324,0.03727574880339884,-0.3272247016820785
Jaime Alvarez,-0.5708989092342786,-1.1602211821112856,-0.7312162385164815,-0.19547649740514783,-0.32002813792912715,0.3168380432053875,0.40861625707258514,-0.2655720128301768,0.037893834617940866,0.029052266817529683,-0.4835965924676263,-0.9623329488730994,-1.0882047330229827,-0.3272247016820785
Joel Alvarez,1.4201277346277341,-0.30369724809086374,1.2672221351285209,0.8478429980773032,0.7761421662496505,-0.1973212381815084,-0.13409057082494,-0.7736325208087238,-1.159646516580513,-0.2895510204556455,0.40124687279236715,1.0177374813441054,-0.6380125402924302,-0.3272247016820785
Thiago Alves,-0.2864665315397053,0.12456471891934716,-0.4814114418108562,0.3906580506187012,-0.2357073452999908,-0.15482873558755006,0.9513230849701092,-0.4129095601439554,1.0176995765075847,0.4432365402726575,-0.26238572615262795,1.1414918832326806,2.0631406160908856,-0.3272247016820785
Amilcar Alves,0.5668306015440144,0.12456471891934716,0.40891847465278397,-1.5025565394983311,0.18589661784569328,-0.7497237719029666,-1.9431133304833557,-0.7736325208087238,-1.159646516580513,0.12463325299948234,-0.4835965924676263,0.1514566681240782,1.3878523269950567,-0.3272247016820785
Warlley Alves,0.2823982238494412,0.5528266859295581,0.01819815160039441,-0.013774787517754619,0.35453820310396644,0.07038152816042917,-0.13409057082494,-0.1537987010748965,0.6548085609929019,0.41137621154534,0.10629905103903606,0.1514566681240782,0.48746794153395145,-0.3272247016820785
Rafael Alves,-0.5708989092342786,-0.30369724809086374,-0.9810210352221068,-0.7112748996661349,0.35453820310396644,-0.2058197387003001,0.5895185330384258,-0.6262949734949451,-0.25241897779380557,-0.16210970554637547,0.6224577391073656,0.7702286775669547,1.3878523269950567,-0.3272247016820785
Sam Alvey,1.135695356933161,0.5528266859295581,0.7676125417172703,0.126897504007969,0.017255032587419648,-0.06559448014023758,0.04681170514090171,-0.743148890330011,-0.6515990948599568,1.0485827860916903,-0.4098596370292935,2.3790359021184337,2.738428905186715,1.037876820983997
Adlan Amagov,1.135695356933161,0.12456471891934716,1.0174173384228957,0.13275884948820763,0.2702174104748296,-1.2596338030304666,2.398541292696842,2.1934408457859904,0.8725431703017119,1.622068703183406,-0.4835965924676263,0.027702266235502905,-0.8631086366577064,1.037876820983997
Maiara Amanajas dos Santos,-1.4241960423179982,-1.4457291601180928,-2.072273568199313,1.4457002370616294,-0.7416321010748113,8.789843060440676,-1.671759916534593,-0.7736325208087238,-1.159646516580513,1.622068703183406,-0.4835965924676263,-0.8385785469845242,-0.6380125402924302,-0.3272247016820785
JJ Ambrose,-0.002034153845132082,0.12456471891934716,0.40891847465278397,0.05656135824510732,2.1252748483158377,1.0774538396372415,-1.671759916534593,-0.7736325208087238,-1.159646516580513,0.029052266817529683,-0.4835965924676263,1.760263892675557,0.2623718451686752,-0.3272247016820785
